"","Value","Groups","Rank","Taxa"
"2407",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2408",148,"WallCeiling",12,"g__Pichia padj = 0.0053275"
"2409",0,"WallCeiling",12,"g__Pichia padj = 0.0053275"
"2410",0,"WallCeiling",12,"g__Pichia padj = 0.0053275"
"2411",65,"Door",12,"g__Pichia padj = 0.0053275"
"2412",0,"Door",12,"g__Pichia padj = 0.0053275"
"2413",33,"Floor",12,"g__Pichia padj = 0.0053275"
"2414",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2415",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2416",0,"Door",12,"g__Pichia padj = 0.0053275"
"2417",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2418",0,"Door",12,"g__Pichia padj = 0.0053275"
"2419",0,"WallCeiling",12,"g__Pichia padj = 0.0053275"
"2420",0,"WallCeiling",12,"g__Pichia padj = 0.0053275"
"2421",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2422",1357,"Door",12,"g__Pichia padj = 0.0053275"
"2423",0,"Door",12,"g__Pichia padj = 0.0053275"
"2424",542,"Door",12,"g__Pichia padj = 0.0053275"
"2425",130,"Door",12,"g__Pichia padj = 0.0053275"
"2426",0,"Door",12,"g__Pichia padj = 0.0053275"
"2427",1309,"Door",12,"g__Pichia padj = 0.0053275"
"2428",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2429",0,"FanVent",12,"g__Pichia padj = 0.0053275"
"2430",0,"FanVent",12,"g__Pichia padj = 0.0053275"
"2431",1024,"FanVent",12,"g__Pichia padj = 0.0053275"
"2432",0,"FanVent",12,"g__Pichia padj = 0.0053275"
"2433",0,"FanVent",12,"g__Pichia padj = 0.0053275"
"2434",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2435",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2436",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2437",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2438",0,"WallCeiling",12,"g__Pichia padj = 0.0053275"
"2439",262,"WallCeiling",12,"g__Pichia padj = 0.0053275"
"2440",0,"WallCeiling",12,"g__Pichia padj = 0.0053275"
"2441",0,"FanVent",12,"g__Pichia padj = 0.0053275"
"2442",216,"Door",12,"g__Pichia padj = 0.0053275"
"2443",0,"Door",12,"g__Pichia padj = 0.0053275"
"2444",21,"Floor",12,"g__Pichia padj = 0.0053275"
"2445",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2446",0,"Door",12,"g__Pichia padj = 0.0053275"
"2447",0,"Door",12,"g__Pichia padj = 0.0053275"
"2448",0,"Door",12,"g__Pichia padj = 0.0053275"
"2449",0,"Door",12,"g__Pichia padj = 0.0053275"
"2450",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2451",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2452",0,"WallCeiling",12,"g__Pichia padj = 0.0053275"
"2453",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2454",27,"Floor",12,"g__Pichia padj = 0.0053275"
"2455",0,"WallCeiling",12,"g__Pichia padj = 0.0053275"
"2456",27,"Floor",12,"g__Pichia padj = 0.0053275"
"2457",58,"Door",12,"g__Pichia padj = 0.0053275"
"2458",27,"Door",12,"g__Pichia padj = 0.0053275"
"2459",0,"Door",12,"g__Pichia padj = 0.0053275"
"2460",935,"Door",12,"g__Pichia padj = 0.0053275"
"2461",0,"Door",12,"g__Pichia padj = 0.0053275"
"2462",0,"Door",12,"g__Pichia padj = 0.0053275"
"2463",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2464",90,"Door",12,"g__Pichia padj = 0.0053275"
"2465",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2466",0,"FanVent",12,"g__Pichia padj = 0.0053275"
"2467",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2468",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2469",0,"Door",12,"g__Pichia padj = 0.0053275"
"2470",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2471",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2472",0,"WallCeiling",12,"g__Pichia padj = 0.0053275"
"2473",0,"Door",12,"g__Pichia padj = 0.0053275"
"2474",0,"Door",12,"g__Pichia padj = 0.0053275"
"2475",0,"FanVent",12,"g__Pichia padj = 0.0053275"
"2476",0,"FanVent",12,"g__Pichia padj = 0.0053275"
"2477",0,"Door",12,"g__Pichia padj = 0.0053275"
"2478",214,"Door",12,"g__Pichia padj = 0.0053275"
"2479",109,"Floor",12,"g__Pichia padj = 0.0053275"
"2480",60,"Door",12,"g__Pichia padj = 0.0053275"
"2481",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2482",101,"WallCeiling",12,"g__Pichia padj = 0.0053275"
"2483",0,"Door",12,"g__Pichia padj = 0.0053275"
"2484",0,"WallCeiling",12,"g__Pichia padj = 0.0053275"
"2485",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2486",131,"Floor",12,"g__Pichia padj = 0.0053275"
"2487",0,"WallCeiling",12,"g__Pichia padj = 0.0053275"
"2488",0,"WallCeiling",12,"g__Pichia padj = 0.0053275"
"2489",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2490",26,"Floor",12,"g__Pichia padj = 0.0053275"
"2491",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2492",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2493",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2494",0,"WallCeiling",12,"g__Pichia padj = 0.0053275"
"2495",0,"WallCeiling",12,"g__Pichia padj = 0.0053275"
"2496",0,"WallCeiling",12,"g__Pichia padj = 0.0053275"
"2497",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2498",3,"Floor",12,"g__Pichia padj = 0.0053275"
"2499",0,"Floor",12,"g__Pichia padj = 0.0053275"
"2500",0,"WallCeiling",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2501",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2502",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2503",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2504",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2505",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2506",946,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2507",0,"FanVent",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2508",0,"FanVent",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2509",0,"FanVent",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2510",176,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2511",41,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2512",43,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2513",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2514",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2515",0,"WallCeiling",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2516",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2517",239,"FanVent",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2518",0,"FanVent",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2519",0,"FanVent",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2520",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2521",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2522",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2523",0,"FanVent",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2524",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2525",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2526",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2527",0,"WallCeiling",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2528",0,"WallCeiling",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2529",0,"WallCeiling",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2530",36,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2531",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2532",77,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2533",383,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2534",67,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2535",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2536",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2537",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2538",0,"WallCeiling",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2539",0,"WallCeiling",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2540",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2541",208,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2542",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2543",31,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2544",46,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2545",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2546",57,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2547",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2548",0,"FanVent",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2549",0,"FanVent",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2550",0,"FanVent",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2551",0,"FanVent",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2552",0,"FanVent",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2553",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2554",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2555",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2556",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2557",0,"WallCeiling",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2558",0,"WallCeiling",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2559",0,"WallCeiling",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2560",0,"FanVent",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2561",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2562",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2563",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2564",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2565",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2566",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2567",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2568",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2569",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2570",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2571",0,"WallCeiling",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2572",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2573",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2574",0,"WallCeiling",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2575",2692,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2576",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2577",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2578",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2579",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2580",16,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2581",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2582",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2583",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2584",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2585",0,"FanVent",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2586",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2587",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2588",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2589",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2590",294,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2591",0,"WallCeiling",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2592",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2593",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2594",0,"FanVent",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2595",0,"FanVent",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2596",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2597",87,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2598",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2599",0,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2600",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2601",0,"WallCeiling",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2602",158,"Door",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2603",13,"WallCeiling",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2604",135,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2605",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2606",0,"WallCeiling",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2607",0,"WallCeiling",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2608",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2609",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2610",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2611",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2612",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2613",0,"WallCeiling",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2614",0,"WallCeiling",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2615",0,"WallCeiling",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2616",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2617",0,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2618",230,"Floor",60,"g__Wickerhamomyces padj = 1.0413e-06"
"2619",0,"WallCeiling",70,"g__Hanseniaspora padj = 6.8622e-05"
"2620",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2621",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2622",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2623",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2624",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2625",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2626",0,"FanVent",70,"g__Hanseniaspora padj = 6.8622e-05"
"2627",0,"FanVent",70,"g__Hanseniaspora padj = 6.8622e-05"
"2628",0,"FanVent",70,"g__Hanseniaspora padj = 6.8622e-05"
"2629",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2630",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2631",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2632",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2633",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2634",0,"WallCeiling",70,"g__Hanseniaspora padj = 6.8622e-05"
"2635",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2636",0,"FanVent",70,"g__Hanseniaspora padj = 6.8622e-05"
"2637",0,"FanVent",70,"g__Hanseniaspora padj = 6.8622e-05"
"2638",0,"FanVent",70,"g__Hanseniaspora padj = 6.8622e-05"
"2639",34,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2640",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2641",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2642",0,"FanVent",70,"g__Hanseniaspora padj = 6.8622e-05"
"2643",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2644",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2645",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2646",0,"WallCeiling",70,"g__Hanseniaspora padj = 6.8622e-05"
"2647",0,"WallCeiling",70,"g__Hanseniaspora padj = 6.8622e-05"
"2648",0,"WallCeiling",70,"g__Hanseniaspora padj = 6.8622e-05"
"2649",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2650",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2651",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2652",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2653",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2654",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2655",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2656",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2657",0,"WallCeiling",70,"g__Hanseniaspora padj = 6.8622e-05"
"2658",0,"WallCeiling",70,"g__Hanseniaspora padj = 6.8622e-05"
"2659",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2660",349,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2661",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2662",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2663",636,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2664",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2665",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2666",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2667",0,"FanVent",70,"g__Hanseniaspora padj = 6.8622e-05"
"2668",0,"FanVent",70,"g__Hanseniaspora padj = 6.8622e-05"
"2669",0,"FanVent",70,"g__Hanseniaspora padj = 6.8622e-05"
"2670",0,"FanVent",70,"g__Hanseniaspora padj = 6.8622e-05"
"2671",0,"FanVent",70,"g__Hanseniaspora padj = 6.8622e-05"
"2672",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2673",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2674",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2675",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2676",0,"WallCeiling",70,"g__Hanseniaspora padj = 6.8622e-05"
"2677",0,"WallCeiling",70,"g__Hanseniaspora padj = 6.8622e-05"
"2678",0,"WallCeiling",70,"g__Hanseniaspora padj = 6.8622e-05"
"2679",0,"FanVent",70,"g__Hanseniaspora padj = 6.8622e-05"
"2680",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2681",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2682",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2683",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2684",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2685",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2686",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2687",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2688",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2689",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2690",0,"WallCeiling",70,"g__Hanseniaspora padj = 6.8622e-05"
"2691",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2692",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2693",0,"WallCeiling",70,"g__Hanseniaspora padj = 6.8622e-05"
"2694",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2695",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2696",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2697",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2698",89,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2699",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2700",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2701",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2702",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2703",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2704",0,"FanVent",70,"g__Hanseniaspora padj = 6.8622e-05"
"2705",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2706",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2707",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2708",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2709",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2710",0,"WallCeiling",70,"g__Hanseniaspora padj = 6.8622e-05"
"2711",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2712",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2713",0,"FanVent",70,"g__Hanseniaspora padj = 6.8622e-05"
"2714",0,"FanVent",70,"g__Hanseniaspora padj = 6.8622e-05"
"2715",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2716",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2717",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2718",0,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2719",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2720",0,"WallCeiling",70,"g__Hanseniaspora padj = 6.8622e-05"
"2721",60,"Door",70,"g__Hanseniaspora padj = 6.8622e-05"
"2722",0,"WallCeiling",70,"g__Hanseniaspora padj = 6.8622e-05"
"2723",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2724",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2725",0,"WallCeiling",70,"g__Hanseniaspora padj = 6.8622e-05"
"2726",0,"WallCeiling",70,"g__Hanseniaspora padj = 6.8622e-05"
"2727",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2728",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2729",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2730",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2731",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2732",0,"WallCeiling",70,"g__Hanseniaspora padj = 6.8622e-05"
"2733",0,"WallCeiling",70,"g__Hanseniaspora padj = 6.8622e-05"
"2734",0,"WallCeiling",70,"g__Hanseniaspora padj = 6.8622e-05"
"2735",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2736",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2737",0,"Floor",70,"g__Hanseniaspora padj = 6.8622e-05"
"2738",0,"WallCeiling",78,"g__Kazachstania padj = 4.7982e-09"
"2739",0,"Door",78,"g__Kazachstania padj = 4.7982e-09"
"2740",0,"Door",78,"g__Kazachstania padj = 4.7982e-09"
"2741",0,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2742",0,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2743",0,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2744",1303,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2745",0,"FanVent",78,"g__Kazachstania padj = 4.7982e-09"
"2746",0,"FanVent",78,"g__Kazachstania padj = 4.7982e-09"
"2747",0,"FanVent",78,"g__Kazachstania padj = 4.7982e-09"
"2748",0,"Door",78,"g__Kazachstania padj = 4.7982e-09"
"2749",0,"Door",78,"g__Kazachstania padj = 4.7982e-09"
"2750",0,"Door",78,"g__Kazachstania padj = 4.7982e-09"
"2751",0,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2752",0,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2753",0,"WallCeiling",78,"g__Kazachstania padj = 4.7982e-09"
"2754",0,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2755",0,"FanVent",78,"g__Kazachstania padj = 4.7982e-09"
"2756",0,"FanVent",78,"g__Kazachstania padj = 4.7982e-09"
"2757",0,"FanVent",78,"g__Kazachstania padj = 4.7982e-09"
"2758",39,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2759",0,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2760",0,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2761",0,"FanVent",78,"g__Kazachstania padj = 4.7982e-09"
"2762",0,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2763",0,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2764",61,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2765",0,"WallCeiling",78,"g__Kazachstania padj = 4.7982e-09"
"2766",0,"WallCeiling",78,"g__Kazachstania padj = 4.7982e-09"
"2767",0,"WallCeiling",78,"g__Kazachstania padj = 4.7982e-09"
"2768",59,"Door",78,"g__Kazachstania padj = 4.7982e-09"
"2769",0,"Door",78,"g__Kazachstania padj = 4.7982e-09"
"2770",0,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2771",0,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2772",0,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2773",0,"Door",78,"g__Kazachstania padj = 4.7982e-09"
"2774",0,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2775",0,"Door",78,"g__Kazachstania padj = 4.7982e-09"
"2776",0,"WallCeiling",78,"g__Kazachstania padj = 4.7982e-09"
"2777",0,"WallCeiling",78,"g__Kazachstania padj = 4.7982e-09"
"2778",0,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2779",2666,"Door",78,"g__Kazachstania padj = 4.7982e-09"
"2780",0,"Door",78,"g__Kazachstania padj = 4.7982e-09"
"2781",0,"Door",78,"g__Kazachstania padj = 4.7982e-09"
"2782",1539,"Door",78,"g__Kazachstania padj = 4.7982e-09"
"2783",0,"Door",78,"g__Kazachstania padj = 4.7982e-09"
"2784",801,"Door",78,"g__Kazachstania padj = 4.7982e-09"
"2785",0,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2786",0,"FanVent",78,"g__Kazachstania padj = 4.7982e-09"
"2787",0,"FanVent",78,"g__Kazachstania padj = 4.7982e-09"
"2788",67,"FanVent",78,"g__Kazachstania padj = 4.7982e-09"
"2789",0,"FanVent",78,"g__Kazachstania padj = 4.7982e-09"
"2790",0,"FanVent",78,"g__Kazachstania padj = 4.7982e-09"
"2791",0,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2792",0,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2793",0,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2794",0,"Floor",78,"g__Kazachstania padj = 4.7982e-09"
"2795",0,"WallCeiling",78,"g__Kazachstania padj = 4.7982e-09"
