"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"5104a8e0fee50da8bf51de8e815e0340","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema","s__Papiliotrema_laurentii"
"74c7f9855eb11a41401ffadefc5175ab","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Venturiaceae","g__Venturia","s__Venturia_lonicerae"
"908f8f517560c1e4f89d9a99f940cfd9","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Montagnula","s__"
"e55baf2b9caee546dd4286650444e429","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__"
"05d3e97400193a3a6d810d8fbc077204","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeodothis","s__Phaeodothis_mori"
"9b4cab911da8f0b1ae74aa230cb725e1","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__","f__","g__","s__"
"46a5d776bb6618a2008a582485a932f2","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusicolla","s__Fusicolla_septimanifiniscientiae"
"5d447ec4cfc734e2c013f18f1369d403","k__Fungi","p__","c__","o__","f__","g__","s__"
"67fd4a3b296e19f273d18bbdf92b56c5","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Distoseptisporales","f__Distoseptisporaceae","g__Distoseptisporaceae_gen_Incertae_sedis","s__Distoseptisporaceae_sp"
"f7911535450a2bd4504efac58a68760e","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Lichenostigmatales","f__Phaeococcomycetaceae","g__Phaeococcomycetaceae_gen_Incertae_sedis","s__Phaeococcomycetaceae_sp"
"0461d17ce09b5829c6f5de6881089ce6","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Pithoascus","s__Pithoascus_nidicola"
"2408c1f07bec5768947f3e9acdec6842","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Monilinia","s__Monilinia_kusanoi"
"2de2c077b6e38948c575cf199f664150","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__"
"443e64392eb0f2511da4e169bc2aa237","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Niessliaceae","g__Eucasphaeria","s__Eucasphaeria_capensis"
"7e5ad4bbb23df50752233a08da204c64","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__Aspergillus_ruber"
"93092de923c56b2e8ba12fae4f39489e","k__Fungi","p__Ascomycota","c__","o__","f__","g__","s__"
"b5e251babe1cabb2edb03a4bb6d41d52","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Effuseotrichosporon","s__Effuseotrichosporon_vanderwaltii"
"ed4e8e9e540e8eda3e74e595ad28911b","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Clavariaceae","g__Mucronella","s__Mucronella_calva"
"38a9fc68da985555c95fb56f1b856de5","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Valsaceae","g__Cryptosphaeria","s__Cryptosphaeria_subcutanea"
"5e1c963a11088c0ff045cc082560a2e7","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Itersonilia","s__Itersonilia_perplexans"
"6bbe8070dd48e2f46010bf15e101d690","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Kwoniella","s__"
"6e48f5e58633d8232d335220d60abb7b","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Arthrocatena","s__Arthrocatena_sp"
"9c1ee1f8b0812f4ff58e4300f69b658a","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__Vishniacozyma_globispora"
"1a416054b61150408ff8b6e2131f2bcd","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__","f__","g__","s__"
"6b2bfdb094c88e3decbd3a60c8b9b02e","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__Aspergillus_penicillioides"
"cfe7656023d3b965b75e64510ab3f55d","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Mollisiaceae","g__Phialocephala","s__"
"d93d18866f98db4daaa5b9ccf6174e28","k__Fungi","p__Basidiomycota","c__Atractiellomycetes","o__Atractiellales","f__Phleogenaceae","g__Helicogloea","s__Helicogloea_insularis"
"f1da478c5219ddb00e41ae6e7e0b080e","k__Fungi","p__Ascomycota","c__","o__","f__","g__","s__"
"251bb31e559804479f8e3c34c19a1893","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Spegazzinia","s__Spegazzinia_sp"
"e395e93bb4557491ea02a8c36748c454","k__Fungi","p__","c__","o__","f__","g__","s__"
"2839bb830229b88505df55d28092b7ea","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__","s__"
"70f65a857a64ed7e0218b020b0570025","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Crocicreas","s__Crocicreas_sp"
"854c694aa49e4e71d9b5b855b5c5b0f8","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Fuscoporia","s__Fuscoporia_ferrea"
"a7cee8f6784cf100ff2c2428d5221182","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Apenidiella","s__Apenidiella_sp"
"d27e529412dc104a6ae58f1624af8f4e","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Hydnophlebia","s__Hydnophlebia_chrysorhiza"
"dbcafa4d1316b3d3e27c1715e247cb7b","k__Fungi","p__","c__","o__","f__","g__","s__"
"5d4f6fb4c0f13516124f05ce2f6d57f2","k__Fungi","p__Ascomycota","c__","o__","f__","g__","s__"
"ab9e8dec36a3927ce537f644f17fc4bd","k__Fungi","p__","c__","o__","f__","g__","s__"
"c05bd0cca30d1fef60cd0b7916e7dfd4","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Apiotrichum","s__Apiotrichum_laibachii"
"cea7d7991895e6c800f976542c79ccbf","k__Fungi","p__","c__","o__","f__","g__","s__"
"084dd2190c826bfe04d828316467bc46","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae","g__Athelia","s__Athelia_sp"
"141816c363c7541461bb45b5ddcc2e89","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__","g__","s__"
"2c5eb79f8c636c3ec1c1d459b0fc42d2","k__Fungi","p__Basidiomycota","c__Spiculogloeomycetes","o__Spiculogloeales","f__Spiculogloeaceae","g__Phyllozyma","s__"
"4938cb39e15ea84ec7f6dda2037e3feb","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Cephaloascaceae","g__Cephaloascus","s__Cephaloascus_fragrans"
"4edda729703bf22b36ebd96d939ff109","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Punctulariaceae","g__Punctularia","s__Punctularia_strigosozonata"
"edcbcec0816054b59c345c9aaeb6bdc8","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__","s__"
"27d91d094473c29ae30a645f22c6bd2d","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Sporocadaceae","g__Seimatosporium","s__"
"6cf130eb17b25d685d6d4fc2271ada54","k__Fungi","p__","c__","o__","f__","g__","s__"
"9866ee274bb9c27538f5b4d96f0fb5e2","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Talaromyces","s__Talaromyces_columbinus"
"a54828793470ce5fed7af0f1c4ce69dc","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Zymoseptoria","s__Zymoseptoria_crescenta"
"ece0e0e13841104f57c83f54dd78f945","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__Dioszegia_crocea"
"fdca1ae45755d09561477669ca31f8a0","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Dothideomycetes_fam_Incertae_sedis","g__Catinella","s__Catinella_olivacea"
"32b0d7e6fcf84caa3ff7675546188efb","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Sphaerulina","s__"
"3684f3bbc55e3e25bf866ca9e73f4b92","k__Fungi","p__","c__","o__","f__","g__","s__"
"61fc3c5f5945351d935f1818f07081c3","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Lithohypha","s__Lithohypha_aloicola"
"95bf27ad14af8b052a042a9152f4db17","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Diatrype","s__Diatrype_stigma"
"b0391c3c74b7e6d2266d233b36cb69e0","k__Fungi","p__","c__","o__","f__","g__","s__"
"b0f9e96938af17810c251cf8f68b6c4c","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Myrmecridiales","f__Myrmecridiaceae","g__Myrmecridium","s__Myrmecridium_schulzeri"
"cb7cc26188d5a5ab4fa5fae88a7fa563","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Caliciaceae","g__Amandinea","s__Amandinea_punctata"
"cd148117193466aaf398f0aa9ec06f4f","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucaria","s__"
"ce9ac15f1a6215504d5deecb2b3892cc","k__Fungi","p__Ascomycota","c__","o__","f__","g__","s__"
"0d2a7af851deee73f0d373e0eef9fbc7","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetes_ord_Incertae_sedis","f__Sordariomycetes_fam_Incertae_sedis","g__Sordariomycetes_gen_Incertae_sedis","s__Sordariomycetes_sp"
"1faff9a4c836e7c52f60483432380c34","k__Fungi","p__","c__","o__","f__","g__","s__"
"52218826f07accaf575edee1212f4deb","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrospora","s__Symmetrospora_foliicola"
"88677755b0678636cf0a4176290b061e","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Fomitopsidaceae","g__Fomitopsis","s__Fomitopsis_massoniana"
"8e1a58fc55da8311616a3ff0d8e81bef","k__Fungi","p__Ascomycota","c__","o__","f__","g__","s__"
"92be6f70be27aa9069bc7785878649f2","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Neofavolus","s__Neofavolus_alveolaris"
"98a4aa72c993c4f8e28063abbdc7101a","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Pisorisporiales","f__Pisorisporiaceae","g__Achroceratosphaeria","s__Achroceratosphaeria_potamia"
"a833de3f0df5cf594fb6fb07fc145a36","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricomycetes_ord_Incertae_sedis","f__Agaricomycetes_fam_Incertae_sedis","g__Xenasmatella","s__Xenasmatella_sp"
"dbcfd700bdd48e40c7d91903dee555a0","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma","s__Neosetophoma_samarorum"
"e88b8476b03ecb11e81838a36e3e99cf","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Pisorisporiales","f__Pisorisporiaceae","g__Achroceratosphaeria","s__Achroceratosphaeria_sp"
"f24aed0c865c71df78740403740264ac","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Kluyveromyces","s__Kluyveromyces_marxianus"
"fd58637e632cabcbf62b97f38e087672","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__","f__","g__","s__"
"08fab88678335f0e7735387c8d82e354","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Cosmospora","s__"
"0a92098721c43e2fb1dd5a9b59a50e20","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Septoriella","s__"
"11819b19a112d511412b76e9f7946c31","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Daedaleopsis","s__Daedaleopsis_confragosa"
"2122d5546f9bb8511ae4f7dfc49be841","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__"
"35b428c0f70661099c98706b3a378c8e","k__Fungi","p__","c__","o__","f__","g__","s__"
"650b55e88dc33304c028f125fa8d8f25","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__Aspergillus_conicus"
"68efcf1ce69084827e3882e1f7fed7bb","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Sphaerulina","s__"
"d1d6143d85637660a83b45c17003c88f","k__Fungi","p__","c__","o__","f__","g__","s__"
"d3d7b916e7c461f0a333a37a8249170a","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__Taphrina_confusa"
"d980d0dc34b7421da9b437d13d9587c7","k__Fungi","p__","c__","o__","f__","g__","s__"
"dee3cda5516faa9f4aab08d4b3b21541","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Torulaceae","g__Torula","s__Torula_gaodangensis"
"fbfa311375a95fe260ea917e0d677c69","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Rickenellaceae","g__Peniophorella","s__Peniophorella_pubera"
"11c27b4dee6223ebdee56db3babf1d56","k__Fungi","p__","c__","o__","f__","g__","s__"
"1aba3dc6d6ba61bd6883839992cf1984","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Ceratocystidaceae","g__Sporendocladia","s__Sporendocladia_bactrospora"
"247017614269938e052e2198a37c3fa2","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrospora","s__Symmetrospora_oryzicola"
"a062c9f0c09df82eb300a70ab0e20a33","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__Penicillium_longisporum"
"b9e01b68f8b86312600df9d898836ebf","k__Fungi","p__Basidiomycota","c__","o__","f__","g__","s__"
"cfd246457c6bb88f9259f5dbb293ede7","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetales_fam_Incertae_sedis","g__Trichaptum","s__Trichaptum_abietinum"
"e307d9e76551dd1e642e874683e65e47","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Glarea","s__Glarea_sp"
"019a3f6d3e613a0ee22357b72396df5f","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodotorula","s__Rhodotorula_toruloides"
"274adb6c1ecb99b56267f1711bc6f7da","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma","s__"
"64a8f725efd702e9e00fcd57d9f99d78","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Acaulium","s__Acaulium_album"
"907164f2482509929e0fc4b5b1775765","k__Fungi","p__","c__","o__","f__","g__","s__"
"cbeaf19e948fc768d0dd15cb27796de7","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Talaromyces","s__Talaromyces_subericola"
"34ce89455e1dabcc8b419a8b34b799ed","k__Fungi","p__","c__","o__","f__","g__","s__"
"c6760dcb65c060c7c9107b3d18e47799","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Acarosporales","f__Acarosporaceae","g__Acarospora","s__Acarospora_socialis"
"c789ed3801eede2677a558ed3e785a2c","k__Fungi","p__","c__","o__","f__","g__","s__"
"d1a21d3ea81ec68a856a857f91076e36","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__","s__"
"e8b78f0b3ea4c9739fb6004cf7cea4d0","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Paecilomyces","s__Paecilomyces_variotii"
"1335871f0409bfba37c39cf215a0cc07","k__Fungi","p__Ascomycota","c__","o__","f__","g__","s__"
"15da9f7b5bc077bb48997b7df9f19ecb","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__Coprinellus_micaceus"
"6e567e1b0dc8603d36bf2ccc33d3d73c","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Ochrocladosporium","s__Ochrocladosporium_sp"
"6f51121a3f8d53552ff7f94ae4615f4a","k__Fungi","p__","c__","o__","f__","g__","s__"
"6f68fe69e9486f5a3403ce90fff71b52","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Ploettnerulaceae","g__Cadophora","s__"
"71007c9ed51f53ed0232017ca6a7a432","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__Vishniacozyma_foliicola"
"8a6f15be7701762d64b0cfd6ac292750","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrospora","s__Symmetrospora_foliicola"
"93f76459f1542c79dc363e4fd61f0c19","k__Fungi","p__","c__","o__","f__","g__","s__"
"e84119945b29939b5b92636d746e2e74","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Talaromyces","s__Talaromyces_scorteus"
"ef31a8877bb6b7515c9d37ae28b36de8","k__Fungi","p__Rozellomycota","c__Rozellomycota_cls_Incertae_sedis","o__Rozellomycota_ord_Incertae_sedis","f__Rozellomycota_fam_Incertae_sedis","g__Rozellomycota_gen_Incertae_sedis","s__Rozellomycota_sp"
"2586cb474ddf3e5847125a166b52f6ca","k__Fungi","p__Chytridiomycota","c__","o__","f__","g__","s__"
"2c22e9d12ac00508f702692bf5dffa7f","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Paecilomyces","s__Paecilomyces_maximus"
"42da6850ba692b2fd34b38770c1e07e9","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__Parastagonospora_nodorum"
"4f9551ffd6d5c87223fe6291b395da6d","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__","s__"
"68754dcc770360258a030e3c4d2561a4","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__Penicillium_implicatum"
"72bba275932e1c1b3c439465e60bd2e7","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__"
"a37291f0dddb53d845df7cdc29b199da","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae","g__Exidia","s__Exidia_glandulosa"
"aab653ae31844994fb18d040b43fc502","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__","s__"
"b71cb1ceff718feb9d65b9b37e604fdd","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Ceriporia","s__Ceriporia_purpurea"
"d2ede2e650591679cb50f4108be27c49","k__Fungi","p__","c__","o__","f__","g__","s__"
"1c5e845d72a3c8574b857ae9881d7e86","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Talaromyces","s__Talaromyces_minioluteus"
"68264c4818285b8279de7f28a000aea5","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__","g__","s__"
"995bb9b8298711e6fb5dd896a7412bc3","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Bjerkandera","s__"
"b3f976d0de7ee78dcb1683d054a6e0bd","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Crustodontia","s__Crustodontia_chrysocreas"
"da49bbf556ec23eb6721ac71e1127d2f","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__","g__","s__"
"eca1ffe2bb4e437eab14fade196a67b7","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cordycipitaceae","g__Simplicillium","s__Simplicillium_aogashimaense"
"f657f9f3096d048df1948399ce60bca3","k__Fungi","p__","c__","o__","f__","g__","s__"
"fce042dd1f4ebe2713d17dfa605e105a","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Pallidocercospora","s__Pallidocercospora_sp"
"3c2d00a44620c8baf74eccbad7cc6127","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__"
"668ee4ef35c4edd4ef14667d1dc6571b","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__Dioszegia_hungarica"
"891cb90e85069f5ceaf0647ac20e9703","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia","s__"
"c3859e366e29a05d23a3238351b268a3","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Zalariaceae","g__Zalaria","s__Zalaria_alba"
"d429339088f1c42b2d33a8069c864d1d","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Bulleribasidium","s__"
"e917b5859ca49109b226978ceed29a39","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__"
"0b6744fe0eb83938052a1e09ce8bb390","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae","g__Farysia","s__Farysia_acheniorum"
"300db50da820e0445839e912378628a4","k__Fungi","p__Ascomycota","c__","o__","f__","g__","s__"
"7611097a7d30a65d3da12bc32c672e32","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__Penicillium_virgatum"
"803b33305ace788fb24764f72aa23f8d","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Stereaceae","g__Stereum","s__Stereum_hirsutum"
"8726f8a8cbd64ced0132754e92113f43","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Mollisiaceae","g__Mollisia","s__Mollisia_sp"
"b5ef2740ad65be35c2a6f8e0f927f6b0","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Ploettnerulaceae","g__Cadophora","s__Cadophora_obovata"
"be1da40afc5c5e9d9dce0a19408d9a8b","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__","f__","g__","s__"
"cdf0e5fa1d867158f4cfba45646d37ae","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Iodophanus","s__Iodophanus_carneus"
"d42cd49854d227dc060f1c9f2862e0a2","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Dichotomopilus","s__Dichotomopilus_indicus"
"e6069fc8847d2ec3654eb1162fe576d7","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Scopulariopsis","s__"
"e7b7b5ed8d736f6c426f54b37e4fdb49","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meripilaceae","g__Rigidoporus","s__Rigidoporus_pouzarii"
"02d723480d5bfa2e6732629c5fe4a735","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Thelebolaceae","g__Inopinatum","s__Inopinatum_lactosum"
"07e0c18aaf2dcd4d0372a84bd9056b57","k__Fungi","p__","c__","o__","f__","g__","s__"
"09c800b6072a1d1ce67640865a3897ff","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium","s__Chaetomium_pachypodioides"
"1f500f41322dcd6a26637a0391548f41","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Cutaneotrichosporon","s__Cutaneotrichosporon_moniliiforme"
"268ef8e5a1761eb5d950d3f25685f869","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Phomatosporales","f__Phomatosporaceae","g__Phomatosporaceae_gen_Incertae_sedis","s__Phomatosporaceae_sp"
"2e21e4d214deb7c2d5a8a8e32d8cc616","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Rickenellaceae","g__Peniophorella","s__Peniophorella_praetermissa"
"423eb0d78384e65c793da9da4b227471","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Apiotrichum","s__Apiotrichum_loubieri"
"6ac6731ec99733e7c4e8cc30ab0bae83","k__Fungi","p__","c__","o__","f__","g__","s__"
"7467eee987d63e4bbccb133f4187f0f1","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Limtongozyma","s__Limtongozyma_cylindracea"
"a0ffe528b3a971a0df9ac462b85ef149","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Paecilomyces","s__Paecilomyces_fulvus"
"b72b206d8cf419761b534b2032c2bb68","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae","g__","s__"
"ef8b2a482387dcd3c856ce38b8d66b60","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Talaromyces","s__Talaromyces_rademirici"
"f02ea90d4a312c9dde55445fb4e34168","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__","s__"
"1fe9f61da88c7c83d3e921fb52523e08","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Leptospora","s__Leptospora_rubella"
"47ba1223334f5a5418848727b242671e","k__Fungi","p__","c__","o__","f__","g__","s__"
"693bc27c7685946acea1b86c08fca2d5","k__Fungi","p__","c__","o__","f__","g__","s__"
