"","Humid.VeryHumid","Standard..30.60.","Standard.Dry.0.30."
"Facility1",0.196893231359993,1.76364643252135,-1.79009982911751
"Facility2",-3.7232655882324,0.347093540799581,2.89895697002434
"Facility3",3.27138480792945,-2.11474707865439,-0.884807955642912
