"","Genus","Door","Fan/Vent","Floor Object","Wall/Ceiling"
"1","Aspergillus",3.25283627594346,7.95726700081038,5.49200293836522,0.423364207337565
"2","Aureobasidium",1.41711516988174,0.610806572139735,5.42501843429922,0.159551136284287
"3","Candida",5.80354636252939,0.992338426017944,9.09319961166075,0.329972735541566
"4","Chordomyces",0.0491460202663828,0.0112777530793169,0.0230948120288935,9.46866875183601
"5","Cladosporium",3.11209033826863,2.0443001055946,9.5069890309355,6.71280156281763
"6","Debaryomyces",0.216170143637468,0.0250715302439936,1.38361522871419,9.00379628694041
"7","Didymella",3.5698708127099,2.41317524231999,7.21697310361237,27.9159087405579
"8","Exophiala",5.05964625481187,0.0343759324555412,1.1819729332821,7.0872699801109
"9","Fusarium",11.3100864054877,0.412346740877374,7.23510143639894,9.65510777787646
"10","Mucor",2.72547015555345,7.37049829011666,2.12846002904486,0.125165678107176
"11","Naganishia",5.16319376560243,1.74410469112944,1.35658250027801,0.131077165886863
"12","Penicillium",4.78515132250765,22.2178946044688,6.32007413209418,0.677137828512556
"13","Rhizopus",2.27776983897749,12.9230568268975,0.552057123162517,0.0478270884771638
"14","Sarocladium",0.10858046738947,0.0207829747282395,0.102817354910874,5.78792607619442
"15","Trichoderma",2.357407415966,7.67206277321622,1.42062939190449,0.130874034633081
"16","Vishniacozyma",4.70562458819854,0.234971925262214,6.07916836105854,4.58051519292471
"17","Yarrowia",12.0327879798087,13.2104901345492,4.81465877720488,0.129073820022583
