"","Genus","Door","Fan/Vent","Floor Object","Wall/Ceiling"
"67","Kazachstania",0.144318168918826,0.00338983736875764,0.118666528409665,0.000283901372663137
"68","Kluyveromyces",0.0355056595566058,0,0.0339638905967961,0.000105125940877171
"69","Knufia",0.0596386499199335,0.00875918330721904,0.015691724127698,0
"70","Kurtzmaniella",0.0540897648667312,0.0320126400246406,0.0205045831089694,0.00623267864572224
"71","Kwoniella",0.00791926145285633,0.000961410273501994,0.00572210353445655,0
"72","Lasiobolidium",0.0771678403803742,0.156355235074008,0.0635216028209496,0
"73","Lecanicillium",0,0,0.164451795424079,0
"74","Leptographium",0.000720110281334725,0,0,0
"75","Leucosporidium",0.133518064491038,0.00867923693729744,1.1155942640803,1.04947836555956
"76","Malassezia",0.0289995157964449,0.127715784219584,0.0849603707617643,0.00597464225235515
"77","Meyerozyma",0.526710956227401,0.0289401041034234,1.20545197557767,0.0324696923210889
"78","Microascus",0.000688113417146466,0.0059930088827288,0,0
"79","Mortierella",0.037044823432251,0.0328161373355347,0,0
"80","Mrakia",0.178737332591132,0.0941027211967724,0.0369808496106957,0.0364555940655521
"81","Mucor",2.72547015555345,7.37049829011666,2.12846002904486,0.125165678107176
"82","Naganishia",5.16319376560243,1.74410469112944,1.35658250027801,0.131077165886863
"83","Nakazawaea",0.00631886270787769,0,0,0.00234781267959015
"84","Neoascochyta",0.0413864933924151,0.00897580123985734,0.0955086645515346,0
"85","Neocucurbitaria",0.131494693063333,0.00820403433388369,0.0196603304195933,0.000529735838395254
"86","Neophaeotheca",0.177744356268548,0.00408009609442322,0.0005165694769513,0.000573294148175416
"87","Neopyrenochaeta",0.00034503006152827,0.00121656474557576,0.0583230161243737,0.00462554139859552
"88","Neosetophoma",0.0534314902047983,0,0.0840144604142787,0
"89","Nigrospora",0.0106872747092615,0.00583255565924543,0.000144447875081478,0.000244164469186444
"90","Oidiodendron",0.00807543109262648,0.0132176922605369,0.0106129878538553,0.0150471913462345
"91","Ophiostoma",0.229466203983902,0.102126692029094,0.261171751277168,0.00244624117808538
"92","Orbilia",0.00911886881711403,0,0.00646749414349331,0.005666621333696
"93","Paecilomyces",0.0868756871722503,0.177377659785906,0.160483417637892,0.0160951990725727
"94","Papiliotrema",0.300088220051014,0.0728963787808176,0.197715539598629,0.030222798764725
"95","Paraphoma",0.790154584150862,0.0200668370157777,0.17231867687906,0.311596314981355
"96","Parapyrenochaeta",0.000664583623023631,0,0.00623927428543194,0
"97","Penicillium",4.78515132250765,22.2178946044688,6.32007413209418,0.677137828512556
"98","Periconia",0.106575504167022,0.0149728527301657,0,0.00048277401951614
"99","Petriella",0.00195950182706653,0.0068580599509809,0.00364475477754343,0
"100","Phaeococcomyces",0.0345189019058892,0.0195261447176794,0.0022315025426516,0
"101","Phaeoisaria",0.0141123748898095,0.000897316255268528,0.0026195672683383,0.00135098621994056
"102","Phanerochaete",0.0177421836180063,0.0763634864020544,0.000252783781392586,0.000398816843364685
"103","Phialemonium",0.0102498003133194,0,0.0209534226263741,0.0270697024334277
"104","Pichia",0.237083475883067,0.0564877210266822,0.00895321759014256,0.0247449672553071
"105","Piskurozyma",0.418621111806764,0.373352471745365,0.427113590832428,0.00499826289832762
"106","Plectosphaerella",0.196230773657806,0,0.604549105807623,0.00744382926672246
"107","Pleurostoma",0,0,0.0489530731919901,0.00478884024596187
"108","Preussia",0.0179693529681734,0.00166644447407012,0.00362249100985959,0.00185806854673285
"109","Proceropycnis",0.00432249454735458,0.003504038178725,0.000749555513580447,0
"110","Pseudogymnoascus",0.0322990488645341,0.0116471339897325,0.068752189735139,1.57358003145132
"111","Pseudopithomyces",0.0417021806456829,0.174857668807675,0.0305439997384826,0.0153377955106032
"112","Pseudotremella",0.00993067250705547,0,0.00346035212611142,0
"113","Pyrenochaetopsis",0.00499165305534204,0.0300195263125779,0.0139582933664166,0.0185309554013382
"114","Ramularia",0.0224783729293276,0.0105437238460139,0.000973511364224066,0
"115","Rhizopus",2.27776983897749,12.9230568268975,0.552057123162517,0.0478270884771638
"116","Rhodosporidiobolus",1.07697377185542,1.53442772151621,1.28876214526008,0.012475630659953
"117","Rhodotorula",1.29067574351747,0.886601479495972,0.989405959477856,0.155998974165797
"118","Rozellomycota_gen_Incertae_sedis",1.21012284264007,0,0.328647210892115,1.3336599288045
"119","Sarocladium",0.10858046738947,0.0207829747282395,0.102817354910874,5.78792607619442
"120","Scopulariopsis",0.00403081390758896,0.00587808332678261,0.0259611453176886,0.0015289432513156
"121","Sistotrema",0.0398102772001355,0.0110513256594906,0.000244327777930483,0.00177025780543935
"122","Spermospora",0.062053428576746,0.00226419585140117,0.171147576980955,0.252595212220607
"123","Spissiomyces",0.027179745934725,0.00358926502107411,0.00936201426048594,0
"124","Spizellomycetales_gen_Incertae_sedis",0.000721852722131507,0.0749208080734916,0.00200687156287584,0
"125","Sporidiobolus",0.588154305802284,0.161474001796985,0.752107665215247,0.00599529844033565
"126","Sporobolomyces",0.000936977106324535,0.00141006840113626,0,0.0167146933155422
"127","Stachybotrys",0.11375607916581,0.00239365637539495,0.0481247611872712,0
"128","Stagonosporopsis",0,0,0.000451392546004424,0.000640759635804428
"129","Starmerella",0.0641203359563721,0.00389846032858154,0.0112438868607626,0.107857224335151
"130","Symmetrospora",3.05570049902725,0.0164712310302686,0.269212366956911,0.0523707874997626
"131","Syncephalastrum",0.0228058923319923,0.0308481777133358,0.00411347685234389,0.000248413701080245
"132","Talaromyces",0.376889322516635,1.98673613196824,0.184398348223686,0.010582761208731
"133","Tausonia",0.504241108083893,0.10571958791789,0.172982143414615,0.0115083609588675
"134","Tetracladium",0.0352877176112256,0.00778233743225332,0.0124646450244362,0.140594559757581
"135","Thielaviopsis",0.0336408616807804,0.00910135058915222,0,0.000319389044246029
"136","Torula",0.0127549097046441,0.00384201174058622,0,0
"137","Trametes",0.0343700639065216,0.106775665570353,0.00197011316996406,0.0986932445646884
"138","Tremellales_gen_Incertae_sedis",0.0822142830200127,0,0.00111240934464546,0.0199658445166087
"139","Tricellula",0.0604551127550411,0,0.0328739008051114,0
"140","Trichoderma",2.357407415966,7.67206277321622,1.42062939190449,0.130874034633081
"141","Trichomerium",0.00265653097923819,0.00384564109400798,0,0
"142","Trichosporon",0.231098569031237,0.152930943548714,0.441257979282488,0.0721150439358166
"143","Uwebraunia",0.00174731813477961,0.00324633904081502,0,0.000924477314748969
"144","Verrucaria",0.267580361407194,0,0,0
"145","Vishniacozyma",4.70562458819854,0.234971925262214,6.07916836105854,4.58051519292471
"146","Wallemia",0.272806320699705,0.148548230095784,0.428228131977259,0.00665739139481716
"147","Wickerhamiella",0.516918992023626,0.131481854649125,0.35266465148374,0.0330124341895502
"148","Wickerhamomyces",0.0287038728911,0.0357536082720984,0.184566118770011,0.000432051580311742
"149","Yarrowia",12.0327879798087,13.2104901345492,4.81465877720488,0.129073820022583
"150","Zalaria",0.151364537604749,0.0310280984279418,0.0832531005132456,0
