"","OTUID","mean_abundance","sd_abundance"
"13","g__Candida",0.109804490940387,0.249315519440453
"41","g__Didymella",0.0916143289536496,0.230497624536226
"21","g__Cladosporium",0.0908147288449195,0.189682129312492
"6","g__Aspergillus",0.0866922576871137,0.163595346029286
"97","g__Penicillium",0.0738043165593888,0.112218784582992
"39","g__Debaryomyces",0.0563372378315418,0.174288883438856
"115","g__Rhizopus",0.0478914652345237,0.123708497451916
"81","g__Mucor",0.0320219268240915,0.0758764861826326
"149","g__Yarrowia",0.0296326831100703,0.150227114600932
"52","g__Fusarium",0.0264544142151378,0.150318234860508
